transaction_id,employer_id,jobseeker_id,revenue_type,amount,transaction_date
T10463,EMP10140,,Subscription,2627,2024-10-06
T10464,EMP10253,JS14806,Employer Contract,47360,2024-05-17
T10465,EMP10377,,Job Placement Fee,6106,2024-05-31
T10466,EMP10277,JS18445,Job Placement Fee,6437,2024-03-18
T10467,EMP10300,,Job Placement Fee,6801,2024-10-20
T10468,EMP10393,JS10323,Subscription,2225,2024-05-16
T10469,EMP10201,JS18631,Job Placement Fee,5897,2025-02-04
T10470,EMP10430,JS15816,Training Program Fee,3249,2024-07-29
T10471,EMP10432,,Job Placement Fee,7131,2024-10-08
T10472,EMP10095,,Employer Contract,31072,2024-08-28
T10473,EMP10071,,Job Placement Fee,9381,2024-05-18
T10474,EMP10015,,Training Program Fee,916,2024-09-29
T10475,EMP10281,,Subscription,2889,2024-10-29
T10476,EMP10104,,Subscription,2779,2025-01-12
T10477,EMP10212,JS12859,Subscription,2972,2024-11-18
T10478,EMP10268,JS13260,Training Program Fee,1591,2024-11-14
T10479,EMP10458,,Employer Contract,42827,2024-07-01
T10480,EMP10399,JS16623,Training Program Fee,825,2024-08-11
T10481,EMP10102,,Training Program Fee,4685,2024-09-08
T10482,EMP10427,JS17032,Subscription,1555,2025-03-08
T10483,EMP10116,,Subscription,1046,2025-02-13
T10484,EMP10151,,Training Program Fee,2476,2024-11-24
T10485,EMP10202,JS18988,Job Placement Fee,9639,2024-06-01
T10486,EMP10227,,Employer Contract,10420,2024-08-10
T10487,EMP10224,,Job Placement Fee,7633,2024-05-31
T10488,EMP10305,JS17615,Job Placement Fee,6377,2024-04-10
T10489,EMP10416,,Job Placement Fee,7525,2024-08-12
T10490,EMP10345,JS15659,Job Placement Fee,8931,2024-05-28
T10491,EMP10121,JS11996,Employer Contract,20706,2024-06-13
T10492,EMP10292,JS13285,Job Placement Fee,5659,2024-03-17
T10493,EMP10131,JS18984,Subscription,2515,2025-02-04
T10494,EMP10106,,Subscription,1607,2024-10-12
T10495,EMP10201,,Job Placement Fee,9359,2024-07-02
T10496,EMP10384,JS11621,Training Program Fee,4198,2024-08-08
T10497,EMP10236,,Employer Contract,18022,2024-03-27
T10498,EMP10244,JS15242,Training Program Fee,2304,2024-04-20
T10499,EMP10462,,Subscription,2469,2024-09-09
T10500,EMP10075,JS14814,Job Placement Fee,4332,2024-05-11
T10501,EMP10495,,Employer Contract,37272,2024-12-25
T10502,EMP10438,JS13882,Training Program Fee,4857,2024-08-11
T10503,EMP10435,,Training Program Fee,1400,2025-02-20
T10504,EMP10207,JS19517,Job Placement Fee,2285,2024-05-09
T10505,EMP10122,JS15027,Subscription,2777,2024-09-26
T10506,EMP10031,,Employer Contract,17805,2025-01-03
T10507,EMP10374,,Employer Contract,15657,2024-03-16
T10508,EMP10102,JS14875,Employer Contract,34060,2024-06-10
T10509,EMP10076,,Job Placement Fee,7200,2024-05-30
T10510,EMP10005,JS12770,Job Placement Fee,9834,2024-12-08
T10511,EMP10189,,Job Placement Fee,8991,2025-02-19
T10512,EMP10286,JS12154,Training Program Fee,3904,2024-08-15
T10513,EMP10125,,Job Placement Fee,9700,2024-07-10
T10514,EMP10107,JS18272,Training Program Fee,4571,2024-11-02
T10515,EMP10034,,Subscription,2611,2024-03-30
T10516,EMP10135,JS19937,Employer Contract,36393,2024-09-27
T10517,EMP10052,JS15783,Subscription,2249,2025-01-25
T10518,EMP10455,,Job Placement Fee,8918,2025-01-19
T10519,EMP10358,JS13112,Job Placement Fee,7609,2024-06-29
T10520,EMP10218,,Training Program Fee,921,2025-01-09
T10521,EMP10279,,Training Program Fee,3545,2025-02-18
T10522,EMP10209,JS11308,Job Placement Fee,4391,2024-11-25
T10523,EMP10469,JS12787,Job Placement Fee,4864,2024-09-21
T10524,EMP10109,,Job Placement Fee,8620,2024-06-28
T10525,EMP10146,JS17521,Subscription,1147,2024-10-18
T10526,EMP10241,,Job Placement Fee,3382,2024-04-11
T10527,EMP10428,,Training Program Fee,2510,2024-11-11
T10528,EMP10068,JS16113,Employer Contract,19013,2024-04-15
T10529,EMP10341,JS13368,Job Placement Fee,8125,2024-08-26
T10530,EMP10247,,Job Placement Fee,9583,2025-01-18
T10531,EMP10200,JS11832,Employer Contract,20493,2024-06-12
T10532,EMP10246,JS17075,Employer Contract,38703,2024-06-17
T10533,EMP10430,JS16949,Training Program Fee,1053,2025-02-05
T10534,EMP10355,JS11978,Subscription,1447,2024-11-19
T10535,EMP10447,JS12280,Job Placement Fee,4324,2024-12-10
T10536,EMP10097,JS10374,Subscription,2333,2024-06-05
T10537,EMP10062,JS14318,Job Placement Fee,2382,2025-02-07
T10538,EMP10385,,Employer Contract,31077,2024-11-30
T10539,EMP10174,,Training Program Fee,553,2024-03-24
T10540,EMP10013,,Employer Contract,14215,2024-06-07
T10541,EMP10357,JS14431,Employer Contract,33549,2024-04-16
T10542,EMP10064,JS19773,Employer Contract,36709,2024-04-03
T10543,EMP10172,JS17615,Job Placement Fee,7116,2024-12-13
T10544,EMP10078,JS18382,Subscription,2245,2024-12-03
T10545,EMP10419,,Training Program Fee,1999,2024-04-18
T10546,EMP10323,JS13996,Subscription,2996,2024-08-08
T10547,EMP10228,JS10402,Employer Contract,23349,2024-08-18
T10548,EMP10448,JS12402,Employer Contract,14348,2024-06-10
T10549,EMP10257,JS13149,Employer Contract,42806,2025-01-03
T10550,EMP10276,,Training Program Fee,1489,2024-08-03
T10551,EMP10193,JS15737,Training Program Fee,2663,2024-08-25
T10552,EMP10289,,Training Program Fee,511,2024-05-19
T10553,EMP10454,,Subscription,1252,2024-12-27
T10554,EMP10106,JS11674,Subscription,1187,2024-05-05
T10555,EMP10453,,Job Placement Fee,4528,2024-09-30
T10556,EMP10398,,Job Placement Fee,2848,2024-06-25
T10557,EMP10362,,Job Placement Fee,7411,2024-07-29
T10558,EMP10067,JS10818,Job Placement Fee,5482,2025-01-30
T10559,EMP10356,JS12242,Subscription,1965,2024-07-12
T10560,EMP10138,,Subscription,1898,2024-07-07
T10561,EMP10264,JS14657,Training Program Fee,1358,2024-04-08
T10562,EMP10226,,Training Program Fee,2989,2024-07-01
T10563,EMP10281,JS15952,Subscription,1638,2024-12-27
T10564,EMP10298,JS15598,Subscription,1613,2024-03-12
T10565,EMP10460,JS18046,Subscription,1219,2024-10-04
T10566,EMP10165,JS14781,Subscription,1517,2024-11-12
T10567,EMP10122,JS14290,Subscription,2202,2024-07-17
T10568,EMP10199,JS18752,Job Placement Fee,4664,2024-09-03
T10569,EMP10477,,Subscription,1003,2024-11-04
T10570,EMP10303,,Training Program Fee,3678,2025-02-28
T10571,EMP10105,JS10853,Training Program Fee,4028,2025-03-05
T10572,EMP10082,JS14634,Training Program Fee,2561,2025-02-05
T10573,EMP10011,JS15691,Training Program Fee,1075,2024-08-04
T10574,EMP10233,,Job Placement Fee,2415,2024-05-09
T10575,EMP10035,,Subscription,1488,2024-05-13
T10576,EMP10382,JS12995,Employer Contract,41276,2025-02-21
T10577,EMP10051,JS12661,Employer Contract,46507,2024-10-20
T10578,EMP10491,,Subscription,2571,2024-07-25
T10579,EMP10246,,Training Program Fee,994,2024-04-09
T10580,EMP10099,JS16353,Subscription,2592,2025-01-01
T10581,EMP10092,,Job Placement Fee,9742,2025-01-30
T10582,EMP10279,,Employer Contract,45005,2024-04-20
T10583,EMP10130,JS13962,Employer Contract,24999,2024-11-12
T10584,EMP10043,,Employer Contract,39359,2024-03-11
T10585,EMP10361,JS16464,Subscription,2448,2024-09-25
T10586,EMP10239,JS19011,Subscription,1124,2024-07-10
T10587,EMP10048,,Employer Contract,19953,2024-10-01
T10588,EMP10461,,Subscription,1081,2024-08-23
T10589,EMP10320,,Employer Contract,34527,2024-04-10
T10590,EMP10246,JS12567,Job Placement Fee,9263,2024-03-25
T10591,EMP10444,,Employer Contract,25357,2024-08-06
T10592,EMP10215,,Job Placement Fee,6538,2024-12-19
T10593,EMP10298,JS13616,Employer Contract,26125,2025-01-05
T10594,EMP10436,,Job Placement Fee,2838,2024-08-19
T10595,EMP10279,JS16768,Subscription,2425,2024-12-26
T10596,EMP10041,JS19366,Employer Contract,26533,2024-03-27
T10597,EMP10376,JS11137,Employer Contract,24464,2024-12-23
T10598,EMP10326,JS11765,Training Program Fee,4544,2024-11-22
T10599,EMP10374,JS17285,Training Program Fee,3659,2025-01-11
T10600,EMP10206,JS16709,Training Program Fee,4568,2024-04-03
T10601,EMP10065,JS14564,Subscription,2907,2024-05-20
T10602,EMP10007,,Subscription,1963,2025-02-10
T10603,EMP10135,JS17431,Job Placement Fee,5536,2024-08-09
T10604,EMP10075,JS12542,Employer Contract,18721,2025-02-20
T10605,EMP10225,,Employer Contract,31792,2024-03-13
T10606,EMP10357,,Employer Contract,39099,2024-07-04
T10607,EMP10211,,Job Placement Fee,2908,2024-08-20
T10608,EMP10085,,Job Placement Fee,2297,2024-10-26
T10609,EMP10451,JS15254,Employer Contract,32671,2024-03-17
T10610,EMP10485,JS14130,Job Placement Fee,5949,2024-11-13
T10611,EMP10413,,Training Program Fee,2170,2024-04-20
T10612,EMP10274,JS17363,Job Placement Fee,5894,2024-08-29
T10613,EMP10337,,Training Program Fee,2361,2024-06-20
T10614,EMP10182,,Training Program Fee,2843,2024-11-03
T10615,EMP10087,JS14910,Employer Contract,46316,2024-11-22
T10616,EMP10467,,Training Program Fee,1732,2024-07-19
T10617,EMP10281,,Job Placement Fee,8093,2024-05-27
T10618,EMP10244,JS16497,Training Program Fee,4487,2024-09-25
T10619,EMP10271,,Job Placement Fee,6468,2025-01-27
T10620,EMP10223,,Training Program Fee,4952,2024-11-12
T10621,EMP10110,,Employer Contract,27069,2024-11-08
T10622,EMP10099,JS15460,Subscription,2423,2024-04-21
T10623,EMP10356,JS19154,Employer Contract,13631,2025-02-27
T10624,EMP10419,JS18311,Employer Contract,14069,2025-01-24
T10625,EMP10449,JS18681,Subscription,2603,2024-12-15
T10626,EMP10208,JS11518,Training Program Fee,1433,2024-08-05
T10627,EMP10283,,Training Program Fee,1563,2025-02-20
T10628,EMP10121,,Employer Contract,16675,2025-01-23
T10629,EMP10293,,Job Placement Fee,7041,2024-05-02
T10630,EMP10215,,Training Program Fee,2518,2025-02-24
T10631,EMP10158,JS15962,Training Program Fee,4956,2024-07-10
T10632,EMP10122,JS13221,Training Program Fee,4151,2024-06-26
T10633,EMP10350,,Training Program Fee,2382,2024-04-08
T10634,EMP10169,,Job Placement Fee,4673,2024-03-20
T10635,EMP10431,,Training Program Fee,4849,2024-08-19
T10636,EMP10311,,Job Placement Fee,4319,2024-08-09
T10637,EMP10494,,Job Placement Fee,4649,2024-11-09
T10638,EMP10489,,Job Placement Fee,4867,2024-09-17
T10639,EMP10177,JS14493,Subscription,1616,2024-10-08
T10640,EMP10069,,Training Program Fee,4289,2024-10-08
T10641,EMP10103,JS16801,Training Program Fee,3706,2024-06-30
T10642,EMP10152,JS14553,Subscription,1122,2024-07-13
T10643,EMP10152,,Job Placement Fee,9934,2024-09-09
T10644,EMP10140,,Job Placement Fee,6946,2025-02-13
T10645,EMP10073,,Employer Contract,39026,2025-03-07
T10646,EMP10219,JS17461,Subscription,2581,2024-06-04
T10647,EMP10311,,Training Program Fee,4680,2025-02-03
T10648,EMP10010,,Subscription,2606,2025-01-26
T10649,EMP10021,JS10145,Training Program Fee,4216,2024-05-07
T10650,EMP10223,,Employer Contract,48805,2025-02-27
T10651,EMP10056,,Job Placement Fee,8040,2024-04-09
T10652,EMP10255,,Subscription,1043,2024-08-25
T10653,EMP10406,JS19496,Subscription,1443,2024-07-24
T10654,EMP10052,JS10856,Training Program Fee,4497,2024-04-01
T10655,EMP10383,JS13737,Subscription,1340,2025-02-13
T10656,EMP10425,,Employer Contract,34083,2024-05-19
T10657,EMP10251,,Job Placement Fee,6619,2025-02-27
T10658,EMP10005,JS12104,Training Program Fee,1107,2024-12-01
T10659,EMP10060,JS18305,Subscription,2262,2024-06-25
T10660,EMP10331,,Job Placement Fee,6545,2024-05-09
T10661,EMP10210,JS10496,Subscription,1029,2025-02-22
T10662,EMP10318,,Job Placement Fee,7660,2024-06-01
T10663,EMP10389,,Subscription,1326,2025-01-05
T10664,EMP10397,JS16735,Employer Contract,43265,2024-09-30
T10665,EMP10495,,Employer Contract,32959,2024-10-19
T10666,EMP10360,,Subscription,2160,2024-05-25
T10667,EMP10500,,Job Placement Fee,7127,2024-07-23
T10668,EMP10020,,Employer Contract,23083,2024-06-22
T10669,EMP10376,,Job Placement Fee,4979,2024-12-24
T10670,EMP10115,JS14685,Training Program Fee,2237,2024-06-17
T10671,EMP10022,,Job Placement Fee,8298,2025-02-02
T10672,EMP10026,JS19554,Training Program Fee,2714,2025-01-29
T10673,EMP10183,JS11172,Training Program Fee,716,2024-03-16
T10674,EMP10434,JS12761,Subscription,1931,2024-09-06
T10675,EMP10430,JS15282,Training Program Fee,2344,2024-04-09
T10676,EMP10317,JS15193,Job Placement Fee,5610,2025-01-15
T10677,EMP10452,,Job Placement Fee,7352,2024-04-06
T10678,EMP10368,,Subscription,1201,2024-11-15
T10679,EMP10164,JS12279,Subscription,1480,2025-03-05
T10680,EMP10249,,Training Program Fee,1641,2024-03-16
T10681,EMP10472,JS18651,Subscription,1228,2024-12-02
T10682,EMP10484,,Job Placement Fee,5115,2024-09-07
T10683,EMP10290,JS18987,Training Program Fee,3278,2024-12-29
T10684,EMP10272,JS18065,Job Placement Fee,2238,2024-05-16
T10685,EMP10402,JS14884,Employer Contract,10815,2024-11-05
T10686,EMP10098,JS18769,Training Program Fee,3501,2024-09-27
T10687,EMP10161,JS11909,Training Program Fee,3269,2024-08-03
T10688,EMP10245,,Subscription,1187,2024-03-20
T10689,EMP10160,,Employer Contract,11515,2024-05-15
T10690,EMP10031,JS19574,Subscription,2238,2024-06-13
T10691,EMP10283,JS11357,Employer Contract,21232,2024-11-22
T10692,EMP10085,JS11382,Job Placement Fee,2106,2024-11-21
T10693,EMP10350,JS17125,Employer Contract,32347,2024-03-20
T10694,EMP10485,JS16054,Training Program Fee,579,2024-07-23
T10695,EMP10093,,Job Placement Fee,2208,2024-11-14
T10696,EMP10219,,Subscription,2619,2025-03-07
T10697,EMP10179,,Training Program Fee,1781,2024-12-26
T10698,EMP10026,JS10364,Employer Contract,20467,2024-03-22
T10699,EMP10076,,Subscription,2844,2025-01-31
T10700,EMP10427,JS12565,Employer Contract,42838,2024-08-23
T10701,EMP10163,JS11234,Training Program Fee,3805,2024-08-26
T10702,EMP10250,JS15509,Job Placement Fee,6592,2024-08-30
T10703,EMP10318,JS10876,Job Placement Fee,6324,2024-04-16
T10704,EMP10164,,Subscription,1661,2024-06-17
T10705,EMP10075,JS19331,Training Program Fee,1810,2024-10-07
T10706,EMP10198,,Employer Contract,34576,2024-07-20
T10707,EMP10158,JS10322,Training Program Fee,1450,2024-06-09
T10708,EMP10381,,Training Program Fee,720,2025-03-07
T10709,EMP10291,JS15596,Training Program Fee,3440,2024-06-05
T10710,EMP10255,JS17704,Subscription,1278,2024-11-21
T10711,EMP10007,,Training Program Fee,4244,2024-05-27
T10712,EMP10299,,Training Program Fee,2554,2025-01-06
T10713,EMP10287,JS19344,Employer Contract,44055,2024-04-27
T10714,EMP10009,JS12305,Subscription,2029,2024-09-21
T10715,EMP10322,JS17330,Employer Contract,13997,2025-01-01
T10716,EMP10049,JS15705,Employer Contract,39585,2024-04-11
T10717,EMP10438,JS13612,Job Placement Fee,5425,2024-06-17
T10718,EMP10458,,Job Placement Fee,4930,2024-09-03
T10719,EMP10237,JS17019,Employer Contract,10918,2024-10-20
T10720,EMP10345,,Subscription,2147,2024-12-31
T10721,EMP10208,JS10426,Job Placement Fee,3722,2024-07-12
T10722,EMP10292,JS18686,Job Placement Fee,7751,2024-07-27
T10723,EMP10307,JS10944,Employer Contract,39036,2024-06-18
T10724,EMP10210,JS15444,Employer Contract,28928,2024-12-21
T10725,EMP10464,JS18853,Employer Contract,10704,2025-01-19
T10726,EMP10102,,Training Program Fee,1052,2024-04-05
T10727,EMP10475,,Training Program Fee,721,2024-05-16
T10728,EMP10159,,Job Placement Fee,6259,2024-10-15
T10729,EMP10337,JS12172,Subscription,1035,2025-03-02
T10730,EMP10368,,Subscription,1321,2025-01-15
T10731,EMP10029,,Subscription,1475,2025-02-10
T10732,EMP10441,,Training Program Fee,1637,2024-10-11
T10733,EMP10087,JS16411,Training Program Fee,2929,2024-12-05
T10734,EMP10463,JS19912,Subscription,1861,2024-05-14
T10735,EMP10440,,Employer Contract,18413,2024-07-02
T10736,EMP10426,JS11565,Employer Contract,28458,2024-12-28
T10737,EMP10245,JS13436,Training Program Fee,3418,2024-12-30
T10738,EMP10496,JS17336,Employer Contract,30507,2024-10-21
T10739,EMP10123,,Training Program Fee,3468,2024-05-19
T10740,EMP10016,JS15644,Employer Contract,14713,2024-05-10
T10741,EMP10098,,Job Placement Fee,9353,2024-03-13
T10742,EMP10244,,Employer Contract,26468,2025-01-23
T10743,EMP10129,JS17946,Training Program Fee,521,2025-01-09
T10744,EMP10097,,Training Program Fee,2020,2024-05-19
T10745,EMP10064,,Training Program Fee,4209,2024-09-24
T10746,EMP10463,,Training Program Fee,1778,2024-11-26
T10747,EMP10327,,Training Program Fee,4803,2025-02-23
T10748,EMP10259,,Subscription,2629,2024-10-10
T10749,EMP10031,,Subscription,1062,2024-04-08
T10750,EMP10030,,Training Program Fee,1000,2024-07-27
T10751,EMP10219,,Job Placement Fee,2249,2025-01-10
T10752,EMP10390,,Employer Contract,17159,2024-11-19
T10753,EMP10455,JS16322,Subscription,1970,2024-05-20
T10754,EMP10354,,Employer Contract,22329,2024-03-29
T10755,EMP10463,JS19001,Subscription,1392,2024-09-24
T10756,EMP10343,,Subscription,1420,2024-10-24
T10757,EMP10479,JS14842,Training Program Fee,1452,2025-02-07
T10758,EMP10229,,Subscription,1328,2024-11-30
T10759,EMP10444,JS10317,Employer Contract,24644,2024-07-26
T10760,EMP10204,,Subscription,2978,2024-05-03
T10761,EMP10382,JS13068,Training Program Fee,934,2024-04-22
T10762,EMP10392,,Subscription,2234,2025-02-02
T10763,EMP10458,JS11354,Job Placement Fee,6697,2024-08-29
T10764,EMP10456,,Subscription,1613,2025-02-13
T10765,EMP10165,JS12146,Subscription,2581,2024-08-10
T10766,EMP10165,,Subscription,2761,2024-10-09
T10767,EMP10005,,Employer Contract,17265,2024-03-12
T10768,EMP10475,JS13285,Training Program Fee,3667,2024-04-26
T10769,EMP10399,JS16197,Employer Contract,15160,2025-01-21
T10770,EMP10036,JS19896,Training Program Fee,4520,2024-05-11
T10771,EMP10244,,Training Program Fee,2407,2024-08-19
T10772,EMP10350,,Training Program Fee,4001,2024-11-01
T10773,EMP10338,JS10339,Training Program Fee,4037,2024-08-25
T10774,EMP10367,JS11236,Subscription,2080,2024-05-14
T10775,EMP10268,,Training Program Fee,2314,2024-07-18
T10776,EMP10037,,Job Placement Fee,2319,2024-03-28
T10777,EMP10473,JS15713,Employer Contract,27796,2025-02-04
T10778,EMP10006,JS17945,Employer Contract,28774,2024-07-16
T10779,EMP10267,JS10375,Training Program Fee,1203,2024-12-30
T10780,EMP10358,,Job Placement Fee,5962,2024-04-02
T10781,EMP10422,JS14766,Job Placement Fee,8521,2024-09-12
T10782,EMP10432,,Training Program Fee,2496,2024-12-22
T10783,EMP10073,,Training Program Fee,2422,2024-06-07
T10784,EMP10461,JS16498,Training Program Fee,2128,2024-12-12
T10785,EMP10013,,Subscription,1821,2024-05-02
T10786,EMP10078,,Job Placement Fee,7758,2024-06-27
T10787,EMP10438,JS16323,Subscription,2676,2024-12-27
T10788,EMP10472,,Job Placement Fee,9213,2025-03-02
T10789,EMP10275,,Employer Contract,21350,2024-10-30
T10790,EMP10493,,Job Placement Fee,9701,2024-04-04
T10791,EMP10269,JS16054,Training Program Fee,3433,2024-06-08
T10792,EMP10481,JS19519,Employer Contract,45216,2025-02-18
T10793,EMP10254,JS12192,Employer Contract,23359,2024-10-30
T10794,EMP10376,JS10940,Training Program Fee,2580,2024-07-03
T10795,EMP10073,JS19583,Training Program Fee,3852,2024-06-11
T10796,EMP10115,,Employer Contract,26690,2024-04-01
T10797,EMP10155,,Job Placement Fee,4057,2024-06-14
T10798,EMP10058,,Employer Contract,30203,2025-01-22
T10799,EMP10174,,Subscription,1022,2024-12-03
T10800,EMP10036,,Subscription,2004,2024-12-27
T10801,EMP10412,,Subscription,2022,2024-05-15
T10802,EMP10164,,Subscription,1827,2024-07-30
T10803,EMP10381,,Job Placement Fee,8467,2024-03-28
T10804,EMP10254,JS15546,Subscription,2703,2024-12-24
T10805,EMP10064,JS11713,Subscription,2050,2024-12-29
T10806,EMP10012,JS15762,Employer Contract,12455,2024-05-15
T10807,EMP10090,JS17805,Training Program Fee,1593,2024-09-15
T10808,EMP10105,JS16753,Employer Contract,20109,2024-06-16
T10809,EMP10024,JS17308,Subscription,1733,2024-10-30
T10810,EMP10252,,Subscription,2548,2024-08-12
T10811,EMP10236,JS11322,Training Program Fee,2952,2025-01-21
T10812,EMP10118,,Employer Contract,40378,2024-05-09
T10813,EMP10486,,Subscription,2529,2025-01-11
T10814,EMP10088,JS19321,Subscription,1835,2024-06-12
T10815,EMP10347,JS19005,Subscription,1245,2024-10-14
T10816,EMP10095,,Job Placement Fee,8876,2024-06-08
T10817,EMP10135,,Subscription,2017,2024-09-23
T10818,EMP10400,JS14139,Job Placement Fee,4068,2024-06-28
T10819,EMP10320,JS10500,Subscription,2614,2024-07-03
T10820,EMP10488,,Training Program Fee,3358,2024-03-29
T10821,EMP10429,JS19893,Job Placement Fee,2711,2024-12-30
T10822,EMP10179,,Subscription,1703,2025-02-28
T10823,EMP10411,,Training Program Fee,1653,2025-03-07
T10824,EMP10236,,Job Placement Fee,7162,2024-11-29
T10825,EMP10099,JS14234,Job Placement Fee,8324,2025-01-31
T10826,EMP10365,JS17887,Subscription,2882,2024-06-09
T10827,EMP10314,JS13262,Training Program Fee,3282,2024-09-14
T10828,EMP10407,,Training Program Fee,4299,2024-11-15
T10829,EMP10289,JS12570,Subscription,1413,2024-08-10
T10830,EMP10438,,Job Placement Fee,4164,2024-07-26
T10831,EMP10473,JS15193,Job Placement Fee,3580,2024-06-18
