application_id,jobseeker_id,job_role,industry,employer_id,application_date,status
A10360,JS15163,Production Manager,Manufacturing,EMP10343,2024-11-13,Accepted
A10361,JS16556,Financial Analyst,Finance,EMP10342,2024-05-15,Accepted
A10362,JS16909,Cybersecurity Specialist,IT,EMP10192,2024-05-10,Accepted
A10363,JS14932,SEO Analyst,Marketing,EMP10397,2024-05-25,Accepted
A10364,JS11396,Librarian,Education,EMP10225,2024-10-07,Accepted
A10365,JS18591,Teacher,Education,EMP10491,2024-11-19,Accepted
A10366,JS17364,Marketing Specialist,Marketing,EMP10326,2024-03-17,Rejected
A10367,JS17397,Supply Chain Analyst,Manufacturing,EMP10428,2024-04-09,Rejected
A10368,JS12121,Marketing Specialist,Marketing,EMP10066,2024-06-02,Rejected
A10369,JS12004,Cybersecurity Specialist,IT,EMP10142,2024-11-23,Accepted
A10370,JS11403,Production Manager,Manufacturing,EMP10404,2024-09-01,Accepted
A10371,JS13329,Sales Associate,Retail,EMP10325,2024-03-23,Accepted
A10372,JS12487,Quality Engineer,Manufacturing,EMP10134,2024-05-18,Pending
A10373,JS13863,Quality Engineer,Manufacturing,EMP10472,2024-03-22,Pending
A10374,JS13914,Data Analyst,IT,EMP10267,2025-02-04,Rejected
A10375,JS17279,Librarian,Education,EMP10117,2024-10-16,Rejected
A10376,JS12648,Store Manager,Retail,EMP10199,2024-11-19,Accepted
A10377,JS10916,Store Manager,Retail,EMP10234,2025-02-18,Pending
A10378,JS15389,Production Manager,Manufacturing,EMP10152,2024-10-14,Accepted
A10379,JS13758,Merchandiser,Retail,EMP10056,2025-02-18,Accepted
A10380,JS12503,Teacher,Education,EMP10169,2025-02-03,Accepted
A10381,JS15461,Supply Chain Analyst,Manufacturing,EMP10495,2024-04-15,Rejected
A10382,JS12012,Supply Chain Analyst,Manufacturing,EMP10468,2025-01-28,Rejected
A10383,JS12798,Teacher,Education,EMP10215,2024-10-28,Accepted
A10384,JS17209,Librarian,Education,EMP10344,2024-07-10,Accepted
A10385,JS17254,Sales Associate,Retail,EMP10489,2024-03-12,Accepted
A10386,JS16360,Medical Assistant,Healthcare,EMP10444,2024-04-09,Rejected
A10387,JS15755,Teacher,Education,EMP10427,2025-02-10,Accepted
A10388,JS14856,Nurse,Healthcare,EMP10300,2025-03-01,Rejected
A10389,JS13440,Production Manager,Manufacturing,EMP10261,2024-12-29,Rejected
A10390,JS16958,Accountant,Finance,EMP10074,2024-06-26,Rejected
A10391,JS12607,Nurse,Healthcare,EMP10223,2024-08-08,Accepted
A10392,JS19125,Financial Analyst,Finance,EMP10448,2024-11-05,Rejected
A10393,JS12391,Pharmacist,Healthcare,EMP10482,2024-08-08,Pending
A10394,JS12970,Librarian,Education,EMP10340,2024-04-11,Rejected
A10395,JS13108,SEO Analyst,Marketing,EMP10058,2025-02-10,Rejected
A10396,JS17280,Quality Engineer,Manufacturing,EMP10432,2024-12-09,Rejected
A10397,JS10515,Academic Counselor,Education,EMP10441,2024-06-10,Rejected
A10398,JS16086,Supply Chain Analyst,Manufacturing,EMP10030,2025-01-21,Rejected
A10399,JS18152,Academic Counselor,Education,EMP10362,2024-08-14,Rejected
A10400,JS14792,Brand Manager,Marketing,EMP10400,2024-03-24,Pending
A10401,JS13739,Academic Counselor,Education,EMP10402,2025-03-09,Accepted
A10402,JS16197,Data Analyst,IT,EMP10114,2024-09-07,Accepted
A10403,JS14938,Production Manager,Manufacturing,EMP10235,2024-09-19,Rejected
A10404,JS19779,Teacher,Education,EMP10340,2024-05-05,Accepted
A10405,JS19778,Data Analyst,IT,EMP10108,2025-02-21,Accepted
A10406,JS11099,Sales Associate,Retail,EMP10456,2024-09-17,Rejected
A10407,JS16710,Supply Chain Analyst,Manufacturing,EMP10189,2024-05-10,Accepted
A10408,JS13757,Nurse,Healthcare,EMP10289,2024-03-25,Rejected
A10409,JS10292,Financial Analyst,Finance,EMP10164,2024-11-11,Accepted
A10410,JS10950,Supply Chain Analyst,Manufacturing,EMP10005,2024-12-24,Pending
A10411,JS10715,Cybersecurity Specialist,IT,EMP10280,2024-06-28,Rejected
A10412,JS16624,SEO Analyst,Marketing,EMP10359,2024-07-30,Accepted
A10413,JS16780,Librarian,Education,EMP10321,2024-03-29,Pending
A10414,JS14528,Supply Chain Analyst,Manufacturing,EMP10375,2024-12-06,Rejected
A10415,JS18479,Cybersecurity Specialist,IT,EMP10394,2024-12-12,Rejected
A10416,JS13040,Sales Associate,Retail,EMP10162,2024-10-18,Rejected
A10417,JS15686,Investment Banker,Finance,EMP10062,2024-10-11,Rejected
A10418,JS11751,Store Manager,Retail,EMP10353,2024-03-13,Accepted
A10419,JS16614,Store Manager,Retail,EMP10277,2024-08-26,Rejected
A10420,JS19362,Supply Chain Analyst,Manufacturing,EMP10371,2024-12-21,Accepted
A10421,JS10682,Accountant,Finance,EMP10350,2025-02-01,Accepted
A10422,JS19386,Supply Chain Analyst,Manufacturing,EMP10426,2025-02-21,Accepted
A10423,JS17708,Pharmacist,Healthcare,EMP10263,2024-05-29,Rejected
A10424,JS10441,Cybersecurity Specialist,IT,EMP10056,2024-12-03,Rejected
A10425,JS19749,Librarian,Education,EMP10264,2024-12-02,Rejected
A10426,JS17472,SEO Analyst,Marketing,EMP10248,2025-02-18,Accepted
A10427,JS18787,Medical Assistant,Healthcare,EMP10374,2025-02-17,Accepted
A10428,JS17579,Financial Analyst,Finance,EMP10182,2024-07-25,Rejected
A10429,JS15885,Nurse,Healthcare,EMP10274,2024-06-07,Rejected
A10430,JS15085,Financial Analyst,Finance,EMP10341,2024-06-12,Rejected
A10431,JS15599,Cybersecurity Specialist,IT,EMP10291,2024-05-30,Pending
A10432,JS13571,Brand Manager,Marketing,EMP10062,2024-07-29,Accepted
A10433,JS17638,Medical Assistant,Healthcare,EMP10010,2024-03-21,Accepted
A10434,JS12986,Marketing Specialist,Marketing,EMP10192,2024-04-23,Pending
A10435,JS15347,Quality Engineer,Manufacturing,EMP10278,2024-08-14,Rejected
A10436,JS19841,Data Analyst,IT,EMP10453,2024-12-11,Rejected
A10437,JS17239,Store Manager,Retail,EMP10068,2024-05-22,Rejected
A10438,JS13512,Supply Chain Analyst,Manufacturing,EMP10168,2024-08-21,Rejected
A10439,JS12015,Medical Assistant,Healthcare,EMP10150,2024-05-01,Rejected
A10440,JS12650,Teacher,Education,EMP10373,2024-07-15,Rejected
A10441,JS15664,Marketing Specialist,Marketing,EMP10041,2024-04-06,Accepted
A10442,JS12257,Nurse,Healthcare,EMP10423,2024-03-24,Accepted
A10443,JS15906,Academic Counselor,Education,EMP10112,2024-07-10,Pending
A10444,JS15618,Merchandiser,Retail,EMP10369,2025-02-01,Pending
A10445,JS17603,Medical Assistant,Healthcare,EMP10331,2025-01-28,Rejected
A10446,JS10481,Marketing Specialist,Marketing,EMP10099,2024-10-20,Pending
A10447,JS13821,Brand Manager,Marketing,EMP10455,2024-06-24,Rejected
A10448,JS10286,Medical Assistant,Healthcare,EMP10028,2024-08-04,Accepted
A10449,JS14200,Store Manager,Retail,EMP10174,2025-03-10,Rejected
A10450,JS17809,Data Analyst,IT,EMP10285,2024-04-26,Rejected
A10451,JS18109,Medical Assistant,Healthcare,EMP10182,2024-09-15,Accepted
A10452,JS14884,Sales Associate,Retail,EMP10006,2024-06-13,Accepted
A10453,JS10374,Supply Chain Analyst,Manufacturing,EMP10443,2024-03-24,Accepted
A10454,JS17585,SEO Analyst,Marketing,EMP10499,2025-02-15,Rejected
A10455,JS12873,Quality Engineer,Manufacturing,EMP10227,2025-02-21,Rejected
A10456,JS16212,Data Analyst,IT,EMP10113,2024-07-30,Rejected
A10457,JS15624,Sales Associate,Retail,EMP10317,2024-11-24,Rejected
A10458,JS15023,Brand Manager,Marketing,EMP10127,2024-04-08,Accepted
A10459,JS11016,Pharmacist,Healthcare,EMP10215,2025-01-19,Pending
A10460,JS19463,Medical Assistant,Healthcare,EMP10149,2024-12-19,Rejected
A10461,JS10666,Quality Engineer,Manufacturing,EMP10274,2024-07-20,Rejected
A10462,JS10184,Software Engineer,IT,EMP10491,2024-04-19,Accepted
A10463,JS17884,SEO Analyst,Marketing,EMP10239,2024-05-30,Accepted
A10464,JS15094,Pharmacist,Healthcare,EMP10344,2024-06-04,Rejected
A10465,JS11898,Software Engineer,IT,EMP10091,2024-11-21,Accepted
A10466,JS12407,SEO Analyst,Marketing,EMP10046,2024-04-28,Accepted
A10467,JS11953,Brand Manager,Marketing,EMP10144,2024-03-22,Rejected
A10468,JS16642,Production Manager,Manufacturing,EMP10368,2024-10-26,Rejected
A10469,JS18840,Financial Analyst,Finance,EMP10398,2024-08-11,Rejected
A10470,JS17259,Pharmacist,Healthcare,EMP10137,2024-08-30,Rejected
A10471,JS19591,SEO Analyst,Marketing,EMP10087,2024-05-28,Accepted
A10472,JS10685,Sales Associate,Retail,EMP10208,2024-04-01,Rejected
A10473,JS18940,Merchandiser,Retail,EMP10136,2025-02-09,Accepted
A10474,JS11599,Financial Analyst,Finance,EMP10197,2025-02-09,Rejected
A10475,JS16988,Pharmacist,Healthcare,EMP10140,2025-03-08,Rejected
A10476,JS17586,Investment Banker,Finance,EMP10458,2024-10-24,Accepted
A10477,JS16243,Accountant,Finance,EMP10459,2025-01-29,Rejected
A10478,JS12647,Nurse,Healthcare,EMP10433,2025-03-09,Rejected
A10479,JS15269,Teacher,Education,EMP10187,2025-01-26,Accepted
A10480,JS17817,Store Manager,Retail,EMP10069,2025-01-12,Rejected
A10481,JS19967,Software Engineer,IT,EMP10470,2024-05-08,Accepted
A10482,JS14809,Accountant,Finance,EMP10344,2024-07-02,Rejected
A10483,JS13707,Investment Banker,Finance,EMP10374,2024-03-11,Rejected
A10484,JS16676,Brand Manager,Marketing,EMP10236,2024-09-12,Rejected
A10485,JS19191,Quality Engineer,Manufacturing,EMP10141,2024-07-09,Pending
A10486,JS18126,Pharmacist,Healthcare,EMP10496,2024-04-16,Rejected
A10487,JS10389,Brand Manager,Marketing,EMP10259,2024-11-13,Rejected
A10488,JS14380,Supply Chain Analyst,Manufacturing,EMP10195,2025-02-01,Pending
A10489,JS11801,Academic Counselor,Education,EMP10225,2024-05-28,Accepted
A10490,JS17725,Cybersecurity Specialist,IT,EMP10017,2024-07-20,Accepted
A10491,JS18797,Nurse,Healthcare,EMP10108,2024-10-17,Accepted
A10492,JS18984,Merchandiser,Retail,EMP10384,2024-11-11,Accepted
A10493,JS17772,Teacher,Education,EMP10089,2024-11-30,Accepted
A10494,JS11149,Data Analyst,IT,EMP10365,2024-08-20,Rejected
A10495,JS15629,Medical Assistant,Healthcare,EMP10393,2024-08-19,Rejected
A10496,JS11845,SEO Analyst,Marketing,EMP10117,2024-07-20,Accepted
A10497,JS12805,Academic Counselor,Education,EMP10256,2024-06-11,Rejected
A10498,JS17253,SEO Analyst,Marketing,EMP10341,2024-06-10,Pending
A10499,JS19438,Quality Engineer,Manufacturing,EMP10330,2024-10-15,Rejected
A10500,JS14893,Merchandiser,Retail,EMP10471,2024-03-30,Accepted
A10501,JS17824,Financial Analyst,Finance,EMP10005,2024-06-05,Rejected
A10502,JS10833,Medical Assistant,Healthcare,EMP10309,2025-01-13,Rejected
A10503,JS13537,Software Engineer,IT,EMP10306,2024-08-07,Rejected
A10504,JS16791,Supply Chain Analyst,Manufacturing,EMP10144,2024-06-06,Accepted
A10505,JS18203,Sales Associate,Retail,EMP10069,2024-11-22,Rejected
A10506,JS19717,Pharmacist,Healthcare,EMP10437,2024-09-27,Accepted
A10507,JS16533,Software Engineer,IT,EMP10240,2024-07-29,Rejected
A10508,JS13882,Software Engineer,IT,EMP10329,2024-09-13,Accepted
A10509,JS16038,Cybersecurity Specialist,IT,EMP10023,2024-06-26,Rejected
A10510,JS12354,Data Analyst,IT,EMP10215,2024-05-27,Accepted
A10511,JS11254,Merchandiser,Retail,EMP10462,2024-06-04,Rejected
A10512,JS18864,Academic Counselor,Education,EMP10229,2024-10-31,Rejected
A10513,JS13589,Investment Banker,Finance,EMP10276,2024-04-19,Pending
A10514,JS16245,Accountant,Finance,EMP10360,2024-10-25,Rejected
A10515,JS17006,Cybersecurity Specialist,IT,EMP10345,2024-07-13,Rejected
A10516,JS11172,SEO Analyst,Marketing,EMP10178,2025-02-13,Pending
A10517,JS12773,Brand Manager,Marketing,EMP10500,2024-09-22,Rejected
A10518,JS16772,Academic Counselor,Education,EMP10489,2024-03-18,Rejected
A10519,JS15062,Supply Chain Analyst,Manufacturing,EMP10088,2024-12-08,Accepted
A10520,JS12619,Store Manager,Retail,EMP10410,2024-03-15,Accepted
A10521,JS10846,Pharmacist,Healthcare,EMP10285,2024-03-21,Accepted
A10522,JS11898,Software Engineer,IT,EMP10207,2025-01-13,Rejected
A10523,JS18813,Brand Manager,Marketing,EMP10500,2024-10-11,Accepted
A10524,JS17109,Cybersecurity Specialist,IT,EMP10388,2024-07-04,Rejected
A10525,JS18541,Nurse,Healthcare,EMP10210,2024-04-19,Accepted
A10526,JS13966,Quality Engineer,Manufacturing,EMP10387,2024-08-10,Rejected
A10527,JS13566,Software Engineer,IT,EMP10078,2024-05-04,Accepted
A10528,JS14952,Academic Counselor,Education,EMP10295,2024-11-30,Rejected
A10529,JS12750,Sales Associate,Retail,EMP10483,2024-08-04,Rejected
A10530,JS19359,Production Manager,Manufacturing,EMP10007,2024-09-16,Rejected
A10531,JS14095,Quality Engineer,Manufacturing,EMP10131,2024-07-29,Rejected
A10532,JS17975,Cybersecurity Specialist,IT,EMP10022,2024-03-28,Pending
A10533,JS10144,Medical Assistant,Healthcare,EMP10484,2024-04-15,Pending
A10534,JS12996,Accountant,Finance,EMP10315,2024-12-13,Rejected
A10535,JS10753,Librarian,Education,EMP10095,2024-07-09,Accepted
A10536,JS14052,Quality Engineer,Manufacturing,EMP10441,2024-08-25,Accepted
A10537,JS19833,Financial Analyst,Finance,EMP10129,2024-09-28,Accepted
A10538,JS14036,Production Manager,Manufacturing,EMP10378,2024-06-12,Rejected
A10539,JS10717,Nurse,Healthcare,EMP10166,2024-11-17,Rejected
A10540,JS18196,SEO Analyst,Marketing,EMP10377,2024-04-27,Accepted
A10541,JS12030,Cybersecurity Specialist,IT,EMP10030,2024-06-23,Rejected
A10542,JS12987,Pharmacist,Healthcare,EMP10107,2024-08-09,Accepted
A10543,JS13850,Quality Engineer,Manufacturing,EMP10351,2024-07-29,Pending
A10544,JS10113,Medical Assistant,Healthcare,EMP10259,2024-03-13,Pending
A10545,JS16346,SEO Analyst,Marketing,EMP10311,2025-01-27,Accepted
A10546,JS13223,Supply Chain Analyst,Manufacturing,EMP10219,2025-01-08,Accepted
A10547,JS11991,Investment Banker,Finance,EMP10118,2024-03-17,Pending
A10548,JS13155,Software Engineer,IT,EMP10386,2024-06-06,Rejected
A10549,JS14988,Software Engineer,IT,EMP10025,2024-10-21,Pending
A10550,JS12127,SEO Analyst,Marketing,EMP10084,2024-06-18,Accepted
A10551,JS12568,Supply Chain Analyst,Manufacturing,EMP10176,2025-01-03,Rejected
A10552,JS11437,Accountant,Finance,EMP10023,2024-11-11,Accepted
A10553,JS12666,Medical Assistant,Healthcare,EMP10217,2025-02-25,Accepted
A10554,JS13849,Merchandiser,Retail,EMP10418,2024-08-01,Rejected
A10555,JS11447,Teacher,Education,EMP10065,2025-02-10,Rejected
A10556,JS15341,Teacher,Education,EMP10330,2025-02-01,Pending
A10557,JS16621,Cybersecurity Specialist,IT,EMP10071,2024-07-29,Accepted
A10558,JS17207,Data Analyst,IT,EMP10259,2024-09-25,Pending
A10559,JS18324,Investment Banker,Finance,EMP10188,2024-12-14,Rejected
A10560,JS12608,Quality Engineer,Manufacturing,EMP10289,2024-11-28,Rejected
A10561,JS14837,Quality Engineer,Manufacturing,EMP10301,2024-12-18,Rejected
A10562,JS17715,Cybersecurity Specialist,IT,EMP10446,2024-12-15,Rejected
A10563,JS10711,Software Engineer,IT,EMP10226,2024-07-01,Rejected
A10564,JS15195,Nurse,Healthcare,EMP10404,2024-08-08,Rejected
A10565,JS12836,Software Engineer,IT,EMP10013,2025-02-08,Rejected
A10566,JS11859,Librarian,Education,EMP10245,2024-12-24,Rejected
A10567,JS13357,Data Analyst,IT,EMP10282,2024-06-30,Rejected
A10568,JS12061,Medical Assistant,Healthcare,EMP10047,2024-11-15,Accepted
A10569,JS12047,Nurse,Healthcare,EMP10045,2024-05-12,Rejected
A10570,JS19431,Medical Assistant,Healthcare,EMP10408,2024-04-02,Rejected
A10571,JS19373,Financial Analyst,Finance,EMP10060,2024-04-17,Pending
A10572,JS13556,Financial Analyst,Finance,EMP10490,2024-09-21,Accepted
A10573,JS13723,Accountant,Finance,EMP10061,2024-04-20,Accepted
A10574,JS10585,Merchandiser,Retail,EMP10222,2025-01-01,Accepted
A10575,JS18687,Marketing Specialist,Marketing,EMP10139,2024-11-16,Rejected
A10576,JS13287,Medical Assistant,Healthcare,EMP10400,2025-03-01,Pending
A10577,JS12602,Accountant,Finance,EMP10127,2024-10-29,Rejected
A10578,JS11822,Accountant,Finance,EMP10418,2024-03-19,Rejected
A10579,JS12565,Teacher,Education,EMP10027,2024-05-04,Accepted
A10580,JS18656,Accountant,Finance,EMP10241,2024-06-01,Rejected
A10581,JS15756,Store Manager,Retail,EMP10150,2024-05-15,Accepted
A10582,JS16283,Academic Counselor,Education,EMP10073,2024-03-11,Rejected
A10583,JS17362,Data Analyst,IT,EMP10343,2024-04-16,Accepted
A10584,JS10274,Data Analyst,IT,EMP10062,2024-08-03,Rejected
A10585,JS11685,Merchandiser,Retail,EMP10254,2024-07-24,Rejected
A10586,JS14853,Investment Banker,Finance,EMP10359,2024-04-20,Accepted
A10587,JS16525,Software Engineer,IT,EMP10077,2024-10-30,Rejected
A10588,JS15670,Software Engineer,IT,EMP10446,2024-09-29,Accepted
A10589,JS14487,Medical Assistant,Healthcare,EMP10010,2024-10-09,Rejected
A10590,JS15604,Cybersecurity Specialist,IT,EMP10224,2025-03-07,Accepted
A10591,JS11975,Nurse,Healthcare,EMP10147,2024-10-31,Rejected
A10592,JS15716,SEO Analyst,Marketing,EMP10053,2024-03-13,Rejected
A10593,JS18821,Software Engineer,IT,EMP10344,2024-08-15,Rejected
A10594,JS17969,Sales Associate,Retail,EMP10215,2024-12-24,Rejected
A10595,JS17063,Investment Banker,Finance,EMP10264,2024-03-17,Accepted
A10596,JS19813,Pharmacist,Healthcare,EMP10318,2025-02-01,Accepted
A10597,JS12146,Production Manager,Manufacturing,EMP10193,2024-10-27,Rejected
A10598,JS11180,SEO Analyst,Marketing,EMP10151,2024-04-23,Rejected
A10599,JS13556,Financial Analyst,Finance,EMP10381,2025-02-04,Rejected
A10600,JS10455,Pharmacist,Healthcare,EMP10322,2024-09-15,Accepted
A10601,JS14635,Software Engineer,IT,EMP10485,2025-01-02,Rejected
A10602,JS18757,Store Manager,Retail,EMP10266,2024-07-24,Accepted
A10603,JS12455,Store Manager,Retail,EMP10034,2024-03-23,Accepted
A10604,JS10374,Supply Chain Analyst,Manufacturing,EMP10255,2024-09-04,Pending
A10605,JS12186,Data Analyst,IT,EMP10280,2024-07-22,Pending
A10606,JS13856,Cybersecurity Specialist,IT,EMP10216,2024-04-26,Accepted
A10607,JS19529,Store Manager,Retail,EMP10164,2025-03-02,Rejected
A10608,JS13253,Data Analyst,IT,EMP10117,2024-12-24,Rejected
A10609,JS14365,Investment Banker,Finance,EMP10169,2024-10-21,Pending
A10610,JS14304,Store Manager,Retail,EMP10320,2025-03-05,Rejected
A10611,JS15170,Medical Assistant,Healthcare,EMP10466,2024-05-12,Accepted
A10612,JS19237,Financial Analyst,Finance,EMP10069,2024-08-09,Accepted
A10613,JS11661,Brand Manager,Marketing,EMP10159,2025-01-21,Rejected
A10614,JS18771,Data Analyst,IT,EMP10042,2025-02-24,Rejected
A10615,JS14242,Sales Associate,Retail,EMP10172,2024-09-06,Rejected
A10616,JS11411,Marketing Specialist,Marketing,EMP10342,2024-09-10,Rejected
A10617,JS16131,Quality Engineer,Manufacturing,EMP10034,2024-11-12,Accepted
A10618,JS11042,Teacher,Education,EMP10083,2024-07-26,Accepted
A10619,JS17761,Quality Engineer,Manufacturing,EMP10160,2025-01-16,Accepted
A10620,JS14630,Marketing Specialist,Marketing,EMP10001,2024-03-19,Rejected
A10621,JS12694,Investment Banker,Finance,EMP10060,2024-06-27,Rejected
A10622,JS11006,Academic Counselor,Education,EMP10456,2024-08-13,Rejected
A10623,JS11941,Accountant,Finance,EMP10062,2024-04-16,Rejected
A10624,JS11885,SEO Analyst,Marketing,EMP10187,2025-02-17,Accepted
A10625,JS10052,Marketing Specialist,Marketing,EMP10008,2024-08-10,Rejected
A10626,JS11866,Software Engineer,IT,EMP10379,2024-11-17,Rejected
A10627,JS15673,Marketing Specialist,Marketing,EMP10393,2024-05-11,Rejected
A10628,JS18374,Marketing Specialist,Marketing,EMP10166,2024-11-23,Accepted
A10629,JS16212,Data Analyst,IT,EMP10378,2024-05-06,Rejected
A10630,JS15021,Sales Associate,Retail,EMP10143,2024-11-27,Rejected
A10631,JS18418,Cybersecurity Specialist,IT,EMP10494,2024-11-13,Pending
A10632,JS19826,Production Manager,Manufacturing,EMP10489,2025-02-26,Rejected
A10633,JS12966,Data Analyst,IT,EMP10459,2024-09-27,Rejected
A10634,JS17216,Teacher,Education,EMP10331,2024-11-09,Rejected
A10635,JS12974,Academic Counselor,Education,EMP10247,2024-06-29,Accepted
A10636,JS10513,Production Manager,Manufacturing,EMP10323,2024-05-26,Rejected
A10637,JS18438,Academic Counselor,Education,EMP10260,2024-12-20,Accepted
A10638,JS17267,Cybersecurity Specialist,IT,EMP10214,2024-10-31,Rejected
A10639,JS16549,Pharmacist,Healthcare,EMP10401,2024-11-27,Accepted
A10640,JS18617,Nurse,Healthcare,EMP10261,2024-08-25,Accepted
A10641,JS16605,Store Manager,Retail,EMP10440,2024-07-23,Accepted
A10642,JS10714,Academic Counselor,Education,EMP10245,2024-08-23,Rejected
A10643,JS19666,Brand Manager,Marketing,EMP10107,2024-10-05,Rejected
A10644,JS17727,Sales Associate,Retail,EMP10240,2025-02-15,Accepted
A10645,JS14846,Pharmacist,Healthcare,EMP10385,2024-12-24,Accepted
A10646,JS10446,Nurse,Healthcare,EMP10306,2025-02-12,Rejected
A10647,JS17779,Nurse,Healthcare,EMP10092,2024-11-13,Accepted
A10648,JS16810,Merchandiser,Retail,EMP10382,2024-10-13,Pending
A10649,JS18218,Supply Chain Analyst,Manufacturing,EMP10495,2025-01-27,Rejected
A10650,JS14527,Teacher,Education,EMP10206,2024-12-30,Rejected
A10651,JS16638,Pharmacist,Healthcare,EMP10372,2024-11-14,Rejected
A10652,JS13973,Academic Counselor,Education,EMP10135,2024-09-20,Accepted
A10653,JS12586,Teacher,Education,EMP10075,2025-01-09,Accepted
A10654,JS10431,Data Analyst,IT,EMP10297,2024-05-13,Pending
A10655,JS12241,Financial Analyst,Finance,EMP10043,2024-03-14,Accepted
A10656,JS17110,Cybersecurity Specialist,IT,EMP10451,2024-05-05,Rejected
A10657,JS10611,Teacher,Education,EMP10030,2025-02-18,Accepted
A10658,JS17416,Merchandiser,Retail,EMP10262,2024-03-12,Rejected
