commission_id,transaction_id,employer_id,jobseeker_id,commission_percentage,commission_amount,commission_date
C10433,T12693,EMP10111,JS19055,10,451.2,2024-06-27
C10434,T13266,EMP10421,JS13566,11,505.45,2025-02-09
C10435,T19676,EMP10408,JS11588,8,230.72,2024-07-19
C10436,T14196,EMP10336,JS11552,13,1218.36,2024-04-05
C10437,T14760,EMP10283,JS19913,12,227.76,2024-04-18
C10438,T10017,EMP10049,JS10479,11,113.63,2024-08-03
C10439,T16735,EMP10136,JS14814,8,232.56,2024-10-24
C10440,T15067,EMP10178,JS19520,13,421.98,2024-11-15
C10441,T14461,EMP10276,JS18822,10,830.6,2024-03-13
C10442,T11346,EMP10271,JS19898,11,3892.68,2024-07-10
C10443,T13479,EMP10218,JS18781,5,109.65,2024-11-05
C10444,T14477,EMP10221,JS10413,12,186.72,2024-05-03
C10445,T10539,EMP10174,JS17316,15,82.95,2025-02-13
C10446,T19456,EMP10054,JS13954,11,177.98,2025-02-01
C10447,T19306,EMP10106,JS19253,10,238.1,2024-07-17
C10448,T12682,EMP10434,JS14433,9,536.22,2024-08-18
C10449,T12366,EMP10005,JS14994,6,379.68,2024-09-22
C10450,T11691,EMP10251,JS14734,8,2774.24,2024-09-04
C10451,T11831,EMP10142,JS16585,6,699.9,2024-03-12
C10452,T15807,EMP10210,JS12995,14,221.48,2024-07-09
C10453,T18967,EMP10192,JS17264,8,336.24,2025-02-12
C10454,T16345,EMP10219,JS11414,7,1446.69,2024-05-14
C10455,T15592,EMP10287,JS10305,11,288.64,2024-08-22
C10456,T17744,EMP10447,JS17160,10,322.9,2024-06-20
C10457,T16094,EMP10470,JS10862,8,367.6,2024-08-04
C10458,T13878,EMP10179,JS14612,11,254.54,2024-11-03
C10459,T14163,EMP10089,JS18516,6,295.32,2024-09-20
C10460,T19099,EMP10021,JS13384,15,1738.05,2024-11-05
C10461,T15162,EMP10195,JS12949,7,1096.48,2024-07-27
C10462,T16419,EMP10102,JS18135,13,4599.66,2024-03-29
C10463,T10605,EMP10225,JS10140,7,2225.44,2025-02-03
C10464,T10354,EMP10220,JS14521,11,402.05,2024-12-19
C10465,T10081,EMP10413,JS18079,7,376.25,2024-10-08
C10466,T19573,EMP10455,JS10279,6,172.26,2024-03-29
C10467,T15299,EMP10006,JS18807,15,522.3,2025-01-09
C10468,T18652,EMP10483,JS12501,14,176.68,2025-01-06
C10469,T10170,EMP10384,JS16328,8,292.96,2024-07-05
C10470,T18072,EMP10031,JS15031,14,177.94,2024-12-03
C10471,T14306,EMP10251,JS10849,15,215.55,2024-08-12
C10472,T10988,EMP10135,JS10008,13,364.52,2024-08-16
C10473,T12924,EMP10117,JS11523,10,4330.8,2025-01-30
C10474,T11708,EMP10286,JS12772,12,521.52,2024-03-13
C10475,T12375,EMP10363,JS14810,10,337.6,2024-12-04
C10476,T12309,EMP10430,JS15707,8,176.4,2024-11-09
C10477,T14738,EMP10459,JS12737,15,1329,2024-08-09
C10478,T16908,EMP10092,JS18078,8,215.52,2024-06-04
C10479,T13876,EMP10386,JS19102,9,316.98,2024-09-23
C10480,T15277,EMP10262,JS15593,14,886.9,2024-12-09
C10481,T10431,EMP10484,JS15218,13,474.89,2025-01-08
C10482,T12752,EMP10043,JS19425,7,175.14,2025-01-23
C10483,T15092,EMP10041,JS18657,6,191.94,2025-01-26
C10484,T18117,EMP10242,JS17141,15,3707.1,2024-05-21
C10485,T14542,EMP10303,JS14382,7,169.4,2024-09-22
C10486,T14977,EMP10318,JS14145,10,473.3,2024-08-02
C10487,T15681,EMP10129,JS19626,6,411.96,2024-03-23
C10488,T10222,EMP10176,JS13154,10,238.2,2024-12-14
C10489,T18768,EMP10146,JS11725,13,262.21,2024-07-03
C10490,T17160,EMP10383,JS14072,6,179.94,2024-04-19
C10491,T16143,EMP10154,JS13606,5,2101.95,2024-08-20
C10492,T16350,EMP10414,JS14608,7,3244.5,2024-05-05
C10493,T17134,EMP10331,JS11775,11,625.9,2025-01-01
C10494,T16233,EMP10343,JS15434,15,5680.65,2024-09-07
C10495,T13330,EMP10230,JS18926,13,66.56,2024-07-17
C10496,T12465,EMP10180,JS17403,11,391.05,2024-03-11
C10497,T11971,EMP10408,JS11867,12,716.04,2025-02-07
C10498,T12127,EMP10062,JS14256,7,114.38,2025-01-15
C10499,T11066,EMP10063,JS19311,12,305.16,2024-11-10
C10500,T19059,EMP10113,JS18750,15,1310.7,2024-11-14
C10501,T16240,EMP10498,JS13997,6,117.18,2024-05-13
C10502,T11823,EMP10430,JS13829,15,312.45,2024-03-21
C10503,T10787,EMP10438,JS16323,6,160.56,2024-11-14
C10504,T11905,EMP10119,JS12384,7,174.02,2024-11-04
C10505,T17113,EMP10034,JS10813,8,895.84,2024-05-11
C10506,T12978,EMP10051,JS19041,7,848.05,2024-05-20
C10507,T10580,EMP10099,JS16353,11,285.12,2024-07-18
C10508,T13317,EMP10149,JS16788,13,591.37,2024-05-17
C10509,T17479,EMP10492,JS10928,15,380.7,2024-04-22
C10510,T13582,EMP10314,JS19915,12,2137.92,2024-05-21
C10511,T12300,EMP10380,JS10876,10,102.6,2025-01-02
C10512,T16814,EMP10289,JS14879,15,1018.8,2025-01-06
C10513,T18165,EMP10196,JS19551,10,495.3,2025-01-20
C10514,T19689,EMP10276,JS12181,7,454.44,2024-06-06
C10515,T13227,EMP10399,JS14055,6,80.88,2024-10-14
C10516,T16954,EMP10269,JS11180,5,465.5,2024-03-15
C10517,T17541,EMP10242,JS16871,13,314.86,2024-05-17
C10518,T10248,EMP10022,JS11486,7,134.47,2024-10-22
C10519,T13096,EMP10024,JS15507,10,4235.6,2025-01-22
C10520,T19912,EMP10221,JS14745,7,143.57,2024-11-26
C10521,T16850,EMP10479,JS10561,10,886.1,2024-12-16
C10522,T11583,EMP10466,JS15194,6,86.58,2024-06-28
C10523,T13678,EMP10012,JS17822,8,149.04,2024-06-22
C10524,T11086,EMP10071,JS17650,12,866.52,2024-12-07
C10525,T10621,EMP10110,JS11106,10,2706.9,2025-01-23
C10526,T17594,EMP10124,JS17870,7,1066.03,2024-08-06
C10527,T18839,EMP10458,JS11694,7,200.62,2025-02-15
C10528,T17746,EMP10182,JS12441,6,670.68,2025-01-31
C10529,T10281,EMP10492,JS12208,9,1603.53,2024-05-02
C10530,T19412,EMP10408,JS17629,7,471.66,2025-02-22
C10531,T10946,EMP10072,JS18732,14,191.52,2024-09-18
C10532,T18625,EMP10347,JS19689,11,5042.07,2024-08-04
C10533,T11173,EMP10016,JS15593,14,583.66,2024-06-13
C10534,T15305,EMP10489,JS16536,6,876.96,2024-07-14
C10535,T17363,EMP10348,JS19037,6,492.42,2024-12-15
C10536,T18022,EMP10271,JS10943,12,319.32,2024-04-17
C10537,T12028,EMP10007,JS18203,6,1924.38,2025-02-18
C10538,T17050,EMP10128,JS15815,9,139.14,2025-02-12
C10539,T13946,EMP10366,JS15509,13,4787.9,2024-07-03
C10540,T19132,EMP10081,JS19725,6,156.3,2024-09-25
C10541,T11853,EMP10385,JS18080,10,645.7,2024-09-07
C10542,T18435,EMP10073,JS15258,5,2462.35,2024-06-21
C10543,T12979,EMP10450,JS17425,9,429.93,2024-10-26
C10544,T14296,EMP10242,JS16687,13,1193.4,2025-02-05
C10545,T18892,EMP10125,JS12871,7,182.35,2024-09-10
C10546,T10612,EMP10274,JS17363,10,589.4,2024-11-10
C10547,T19508,EMP10338,JS12428,5,1310.7,2024-04-15
C10548,T18158,EMP10340,JS12422,13,3154.97,2024-07-11
C10549,T13377,EMP10155,JS12769,7,205.52,2024-11-26
C10550,T19342,EMP10252,JS13851,14,2186.1,2024-04-17
C10551,T14817,EMP10109,JS11467,8,253.04,2024-05-01
C10552,T14539,EMP10435,JS16935,10,339.1,2024-11-27
C10553,T11178,EMP10178,JS17064,10,2374.9,2024-10-28
C10554,T18676,EMP10244,JS11345,7,70.98,2024-07-16
C10555,T13420,EMP10378,JS17396,7,307.16,2024-06-26
C10556,T17222,EMP10251,JS15473,6,351.12,2024-08-01
C10557,T13498,EMP10366,JS11656,7,201.95,2024-12-28
C10558,T17201,EMP10161,JS11492,9,369.63,2025-01-17
C10559,T17212,EMP10411,JS14883,12,346.92,2024-10-14
C10560,T18621,EMP10077,JS17671,12,136.92,2024-10-29
C10561,T11937,EMP10364,JS10955,8,647.04,2024-06-12
C10562,T17625,EMP10002,JS15244,15,1073.4,2024-12-19
C10563,T11164,EMP10418,JS16871,14,654.08,2024-10-09
C10564,T17096,EMP10201,JS11656,14,303.38,2024-07-10
C10565,T13800,EMP10333,JS15677,15,217.95,2024-06-05
C10566,T19162,EMP10308,JS14054,5,248.4,2025-02-22
C10567,T17427,EMP10296,JS19005,8,3366.08,2024-11-11
C10568,T17094,EMP10117,JS14228,14,5464.48,2025-02-10
C10569,T16895,EMP10381,JS11616,7,183.96,2024-06-07
C10570,T19205,EMP10060,JS11094,12,385.44,2024-07-17
C10571,T18352,EMP10372,JS10920,10,3294.9,2024-09-21
C10572,T19253,EMP10226,JS17380,10,650,2025-02-09
C10573,T14158,EMP10325,JS19897,8,999.6,2024-11-22
C10574,T14292,EMP10225,JS18360,5,91.7,2024-07-02
C10575,T12481,EMP10316,JS13846,14,170.94,2024-10-18
C10576,T11288,EMP10321,JS10024,13,95.68,2024-11-02
C10577,T16678,EMP10078,JS14519,10,145.1,2024-11-09
C10578,T16873,EMP10296,JS15866,9,3007.35,2025-01-29
C10579,T12306,EMP10151,JS15383,7,76.86,2024-10-31
C10580,T16808,EMP10310,JS10638,13,1278.81,2024-12-01
C10581,T12918,EMP10355,JS10048,7,119.98,2024-11-04
C10582,T11562,EMP10058,JS16765,13,72.93,2025-02-01
C10583,T17067,EMP10292,JS13926,5,249.05,2024-12-28
C10584,T19435,EMP10032,JS19591,5,292.55,2024-04-05
C10585,T16554,EMP10460,JS15892,12,281.16,2024-08-26
C10586,T16257,EMP10025,JS19946,7,1105.09,2024-10-26
C10587,T12625,EMP10267,JS14223,8,3618.96,2024-07-23
C10588,T11055,EMP10366,JS14959,12,748.44,2024-06-05
C10589,T16288,EMP10426,JS12185,11,163.68,2024-07-24
C10590,T18154,EMP10310,JS10181,5,165.35,2025-03-04
C10591,T19920,EMP10356,JS16542,10,314.1,2024-12-31
C10592,T19593,EMP10187,JS17859,10,264.7,2024-11-16
C10593,T18969,EMP10412,JS13884,10,506,2024-11-17
C10594,T18488,EMP10030,JS10909,11,265.76,2024-10-30
C10595,T18048,EMP10287,JS12078,12,712.32,2024-12-12
C10596,T12739,EMP10264,JS13011,14,1240.4,2024-07-20
C10597,T18160,EMP10361,JS14059,5,1916.65,2024-05-05
C10598,T19656,EMP10399,JS16725,9,118.98,2024-05-01
C10599,T14554,EMP10255,JS11329,14,739.2,2024-10-10
C10600,T11787,EMP10236,JS11854,12,354.84,2024-12-13
C10601,T11889,EMP10451,JS14152,14,417.34,2024-09-10
C10602,T16316,EMP10135,JS11161,13,203.19,2024-11-19
C10603,T15266,EMP10242,JS14530,15,363.9,2024-11-29
C10604,T10969,EMP10439,JS19398,10,323,2024-07-13
C10605,T14850,EMP10379,JS16130,11,348.04,2024-04-10
C10606,T19618,EMP10006,JS11584,6,2859.78,2024-04-30
C10607,T18556,EMP10479,JS18886,8,1986.48,2024-03-13
C10608,T12648,EMP10309,JS13895,15,171.3,2024-10-18
C10609,T17585,EMP10099,JS14465,10,301.7,2024-12-05
C10610,T14177,EMP10375,JS14859,13,366.08,2024-03-28
C10611,T14608,EMP10030,JS10825,10,4865.3,2024-04-05
C10612,T18513,EMP10474,JS16693,10,251.7,2024-10-09
C10613,T15894,EMP10054,JS18064,10,2575,2024-04-14
C10614,T13532,EMP10256,JS16116,7,208.25,2024-09-19
C10615,T18001,EMP10146,JS12057,10,111.9,2024-11-25
C10616,T19073,EMP10110,JS18069,14,783.86,2024-07-06
C10617,T15893,EMP10133,JS17806,14,454.58,2024-12-28
C10618,T12497,EMP10393,JS10424,9,662.31,2024-10-20
C10619,T15907,EMP10159,JS12634,7,170.73,2024-09-04
C10620,T12638,EMP10323,JS17180,12,4591.2,2024-06-15
C10621,T17554,EMP10404,JS14354,13,1883.96,2025-01-02
C10622,T17652,EMP10196,JS15149,10,1044.1,2024-04-04
C10623,T19332,EMP10310,JS17422,13,278.07,2024-04-27
C10624,T14495,EMP10349,JS14987,7,90.44,2024-04-10
C10625,T16844,EMP10316,JS15799,11,533.39,2024-06-30
C10626,T14540,EMP10445,JS15282,7,2780.68,2025-02-21
C10627,T15353,EMP10046,JS15731,7,169.75,2024-11-01
C10628,T11895,EMP10019,JS16045,9,2718.99,2024-08-22
C10629,T15888,EMP10301,JS14524,6,124.62,2024-06-11
C10630,T13442,EMP10460,JS19341,9,1186.47,2024-05-31
C10631,T19168,EMP10446,JS15745,14,114.66,2024-08-22
C10632,T16314,EMP10134,JS18588,13,297.7,2025-02-04
C10633,T12458,EMP10113,JS18356,14,4928.56,2024-03-20
C10634,T14862,EMP10253,JS15917,8,384.24,2024-10-16
C10635,T16703,EMP10335,JS14495,6,223.02,2024-10-07
C10636,T10779,EMP10267,JS10375,11,132.33,2024-11-02
C10637,T14090,EMP10008,JS17651,15,5557.35,2024-12-14
C10638,T15204,EMP10076,JS19154,15,377.7,2024-04-17
C10639,T18431,EMP10323,JS15424,12,5268.24,2025-03-06
C10640,T13626,EMP10154,JS13508,13,1068.34,2025-02-12
C10641,T16397,EMP10299,JS13597,13,382.98,2024-03-31
C10642,T12380,EMP10218,JS15978,13,565.24,2024-07-11
C10643,T13070,EMP10217,JS19328,11,2678.61,2024-11-25
C10644,T11713,EMP10159,JS17380,14,6750.94,2024-03-12
C10645,T16793,EMP10351,JS18887,12,491.4,2024-06-28
C10646,T14383,EMP10358,JS18468,14,564.34,2024-11-27
C10647,T17975,EMP10187,JS15899,15,248.85,2024-12-27
C10648,T17232,EMP10440,JS15997,8,289.84,2024-07-14
C10649,T11828,EMP10144,JS16520,7,225.61,2024-11-01
C10650,T13190,EMP10095,JS13197,13,6352.58,2024-12-28
C10651,T14597,EMP10368,JS14008,12,578.76,2024-08-09
C10652,T18133,EMP10054,JS14101,9,1076.49,2024-11-12
C10653,T19261,EMP10217,JS14911,9,731.34,2025-02-03
C10654,T19977,EMP10156,JS10517,11,287.43,2024-04-19
C10655,T18644,EMP10090,JS10527,15,523.2,2024-11-06
C10656,T15032,EMP10147,JS18668,14,766.22,2024-11-20
C10657,T12796,EMP10153,JS10994,6,2420.28,2024-09-02
C10658,T10462,EMP10349,JS15119,6,887.94,2025-02-23
C10659,T16123,EMP10304,JS17789,11,794.86,2024-11-17
C10660,T13874,EMP10136,JS13827,8,46,2024-06-23
C10661,T17733,EMP10407,JS14323,7,198.8,2024-04-03
C10662,T18800,EMP10454,JS15998,8,1128.08,2024-03-21
C10663,T16039,EMP10064,JS12666,12,152.4,2025-02-02
C10664,T16865,EMP10049,JS19059,13,190.45,2024-12-09
C10665,T13010,EMP10411,JS15334,10,405.1,2024-07-29
C10666,T19116,EMP10034,JS13335,12,411.72,2024-11-05
C10667,T19366,EMP10218,JS19801,5,1741.8,2024-09-17
C10668,T16112,EMP10384,JS10647,12,273.24,2024-07-31
C10669,T17910,EMP10008,JS15205,14,404.6,2025-01-06
C10670,T13836,EMP10180,JS18790,5,1854.5,2024-09-28
C10671,T17875,EMP10285,JS16582,5,148.9,2024-05-30
C10672,T12224,EMP10134,JS17671,14,1019.76,2024-06-20
C10673,T15288,EMP10340,JS12392,15,662.7,2025-02-27
C10674,T17571,EMP10382,JS15611,5,52.3,2024-11-27
C10675,T12344,EMP10236,JS10314,6,73.26,2024-07-01
C10676,T17110,EMP10409,JS14517,6,111,2024-07-27
C10677,T10657,EMP10251,JS16368,14,926.66,2024-10-30
C10678,T10522,EMP10209,JS11308,15,658.65,2024-12-21
C10679,T17804,EMP10454,JS11380,10,887.2,2024-06-24
C10680,T19591,EMP10020,JS15484,9,205.65,2024-05-15
C10681,T11247,EMP10073,JS13324,7,44.45,2024-04-14
C10682,T19006,EMP10412,JS15913,11,1707.64,2024-03-17
C10683,T16690,EMP10364,JS17356,11,2576.09,2024-12-14
C10684,T18119,EMP10059,JS12414,5,458.35,2024-07-05
C10685,T12732,EMP10247,JS13015,11,505.89,2024-05-13
C10686,T16135,EMP10264,JS19876,11,311.96,2024-03-17
C10687,T17306,EMP10269,JS18130,15,931.05,2024-11-28
C10688,T10595,EMP10279,JS16768,6,145.5,2024-09-24
C10689,T16285,EMP10325,JS12075,9,135.18,2025-02-25
C10690,T13305,EMP10156,JS17802,11,321.09,2024-07-03
C10691,T10698,EMP10026,JS10364,10,2046.7,2025-01-20
C10692,T10635,EMP10431,JS12190,15,727.35,2024-04-14
C10693,T14614,EMP10413,JS11961,9,49.41,2025-02-14
C10694,T17058,EMP10061,JS13455,8,156.8,2024-09-26
C10695,T16951,EMP10283,JS11340,11,724.79,2024-05-22
C10696,T19205,EMP10060,JS17916,14,449.68,2024-10-08
C10697,T14369,EMP10123,JS15531,10,356.2,2024-11-09
C10698,T17709,EMP10177,JS15240,9,168.66,2025-03-05
C10699,T13928,EMP10382,JS13693,11,310.09,2024-08-16
C10700,T10627,EMP10283,JS15068,5,78.15,2024-07-13
C10701,T16950,EMP10127,JS12671,8,224.48,2024-06-24
C10702,T17860,EMP10231,JS12090,10,440,2024-10-18
C10703,T14980,EMP10010,JS13617,6,305.7,2024-03-24
C10704,T11458,EMP10475,JS16966,7,109.55,2025-01-28
C10705,T15251,EMP10237,JS19738,15,1058.55,2024-09-07
C10706,T15778,EMP10107,JS13147,11,3970.12,2024-10-09
C10707,T11489,EMP10308,JS13315,7,236.95,2024-08-30
C10708,T13687,EMP10235,JS11749,13,203.84,2024-05-17
C10709,T12700,EMP10136,JS16345,8,334.4,2024-07-14
C10710,T16951,EMP10283,JS11340,11,724.79,2024-07-16
C10711,T18846,EMP10282,JS14785,8,370.64,2024-03-24
C10712,T16007,EMP10279,JS18478,7,340.48,2024-12-10
C10713,T18833,EMP10225,JS11161,8,143.76,2024-08-02
C10714,T16720,EMP10311,JS14532,5,238.6,2024-07-09
C10715,T18020,EMP10049,JS18931,9,272.16,2024-04-26
C10716,T13703,EMP10186,JS15908,8,114.56,2024-07-18
C10717,T14783,EMP10256,JS14462,9,261.45,2025-02-18
C10718,T19110,EMP10003,JS18975,6,168.12,2024-04-26
C10719,T16124,EMP10027,JS16377,13,201.5,2024-11-01
C10720,T18169,EMP10038,JS10011,10,375.4,2024-03-29
C10721,T18569,EMP10407,JS16147,10,67.6,2024-10-19
C10722,T14120,EMP10025,JS13153,12,462.6,2024-05-29
C10723,T11681,EMP10441,JS18226,6,128.64,2024-09-04
C10724,T17672,EMP10205,JS16408,14,607.04,2024-08-01
C10725,T18096,EMP10185,JS13650,12,5445.48,2025-01-29
C10726,T11059,EMP10072,JS13452,5,116.85,2024-08-31
C10727,T14837,EMP10227,JS14886,14,365.12,2024-12-30
C10728,T15792,EMP10430,JS19804,6,60.78,2024-09-07
C10729,T10791,EMP10269,JS16054,9,308.97,2024-03-11
C10730,T12332,EMP10083,JS19445,5,68.35,2025-01-29
C10731,T18586,EMP10103,JS18678,14,227.36,2025-02-05
C10732,T16349,EMP10241,JS19187,7,2229.71,2024-08-29
C10733,T19793,EMP10495,JS12690,13,566.8,2025-01-26
C10734,T17506,EMP10063,JS16394,15,175.95,2025-01-09
C10735,T10181,EMP10379,JS18906,6,99.48,2024-10-21
C10736,T18224,EMP10492,JS13592,10,2188.2,2024-08-05
C10737,T18441,EMP10201,JS15433,8,1806.56,2024-11-21
C10738,T15654,EMP10394,JS11783,6,138.12,2025-02-24
C10739,T13929,EMP10093,JS19229,14,364.84,2024-03-22
C10740,T17926,EMP10234,JS13298,9,1111.41,2025-02-07
C10741,T12009,EMP10104,JS15704,6,364.74,2024-11-30
C10742,T17894,EMP10200,JS19369,12,266.16,2024-08-14
C10743,T18877,EMP10126,JS12522,12,2969.28,2024-04-15
C10744,T19372,EMP10375,JS18022,7,984.2,2025-02-26
C10745,T13527,EMP10374,JS11955,13,231.01,2024-11-26
C10746,T12297,EMP10067,JS11780,14,345.1,2024-08-22
C10747,T18458,EMP10319,JS13330,15,7041.15,2024-10-24
C10748,T13640,EMP10241,JS11981,12,200.52,2024-06-26
C10749,T16239,EMP10387,JS19244,9,194.94,2024-04-23
C10750,T16151,EMP10152,JS19899,8,3572.88,2024-06-01
C10751,T13076,EMP10285,JS14891,10,187.2,2024-12-31
C10752,T12516,EMP10421,JS15382,9,371.61,2024-07-30
C10753,T14469,EMP10148,JS13345,5,86.55,2025-01-22
C10754,T19425,EMP10471,JS12937,11,567.49,2024-04-19
C10755,T18476,EMP10053,JS14466,12,4200.84,2024-05-16
C10756,T13903,EMP10188,JS10945,12,144.96,2025-01-22
C10757,T14977,EMP10318,JS18367,8,378.64,2024-10-07
C10758,T12614,EMP10387,JS14534,14,1063.16,2024-06-20
C10759,T17757,EMP10319,JS13236,14,5933.2,2025-01-11
C10760,T14048,EMP10169,JS12059,7,76.44,2025-02-08
C10761,T18171,EMP10394,JS11093,8,220.88,2024-10-13
C10762,T18363,EMP10174,JS19940,12,1872.6,2024-05-29
C10763,T10990,EMP10390,JS16278,7,282.87,2024-08-05
C10764,T13316,EMP10141,JS11557,10,111.7,2025-02-03
C10765,T16151,EMP10152,JS19899,10,4466.1,2024-10-30
C10766,T19346,EMP10388,JS19945,8,204.4,2024-07-10
C10767,T17170,EMP10168,JS15638,14,161.56,2025-01-06
C10768,T15922,EMP10197,JS19927,15,1215.6,2025-01-09
C10769,T11100,EMP10184,JS14035,14,655.06,2024-07-28
C10770,T12216,EMP10075,JS14122,9,467.64,2024-10-25
C10771,T15908,EMP10494,JS15195,11,4155.47,2025-01-27
C10772,T11704,EMP10376,JS12057,8,141.28,2024-07-30
C10773,T12116,EMP10339,JS19060,10,1696.5,2024-10-05
C10774,T14823,EMP10349,JS17350,6,183.12,2024-05-12
C10775,T13244,EMP10330,JS19219,15,222.75,2024-09-15
C10776,T18465,EMP10481,JS11293,9,2332.35,2024-09-06
C10777,T11625,EMP10081,JS17381,11,270.93,2024-12-22
C10778,T11010,EMP10218,JS16850,7,959.98,2024-04-03
C10779,T10986,EMP10084,JS11591,7,450.94,2024-12-05
C10780,T17431,EMP10296,JS10025,10,228.1,2024-08-16
C10781,T10711,EMP10007,JS15142,9,381.96,2024-10-23
C10782,T17501,EMP10467,JS18460,5,139,2024-11-06
C10783,T13572,EMP10129,JS19763,13,375.18,2025-02-02
C10784,T18105,EMP10295,JS15062,8,140.72,2024-05-01
C10785,T13379,EMP10482,JS19976,10,2466.6,2025-02-18
C10786,T17466,EMP10063,JS10067,11,327.58,2024-05-02
C10787,T18238,EMP10252,JS10763,9,4420.98,2024-08-19
C10788,T14921,EMP10290,JS10184,15,2265.3,2024-10-29
C10789,T14248,EMP10207,JS16643,14,411.32,2025-01-30
C10790,T11183,EMP10348,JS10015,8,1950.72,2024-11-20
C10791,T11500,EMP10416,JS19865,14,813.12,2024-04-22
C10792,T11460,EMP10227,JS19603,15,567.3,2025-01-23
C10793,T11517,EMP10415,JS15512,5,78.45,2024-08-03
C10794,T13044,EMP10012,JS15465,7,1307.25,2024-08-08
C10795,T11829,EMP10433,JS19998,6,549.66,2024-10-15
C10796,T14767,EMP10029,JS18016,9,206.55,2024-11-27
C10797,T12990,EMP10192,JS11921,9,203.85,2024-11-26
C10798,T17524,EMP10143,JS13520,6,122.88,2025-02-20
C10799,T16773,EMP10407,JS14364,10,134.8,2024-06-16
C10800,T17427,EMP10296,JS10579,15,6311.4,2024-10-29
C10801,T15239,EMP10372,JS13831,15,224.4,2024-03-22
C10802,T14268,EMP10314,JS17674,8,197.92,2024-08-26
C10803,T16958,EMP10210,JS15969,8,2887.76,2025-02-18
C10804,T10750,EMP10030,JS15612,11,110,2024-03-19
C10805,T19781,EMP10030,JS12672,8,96.08,2025-02-04
C10806,T14956,EMP10444,JS19358,7,164.92,2024-09-30
C10807,T16252,EMP10041,JS10784,15,172.5,2024-11-16
C10808,T16598,EMP10142,JS16734,11,168.63,2024-05-19
C10809,T11442,EMP10354,JS15719,14,938.14,2024-09-20
C10810,T15816,EMP10043,JS10662,7,177.52,2024-08-22
C10811,T18444,EMP10241,JS10069,7,87.92,2024-04-28
C10812,T14646,EMP10015,JS16746,6,139.32,2024-03-18
C10813,T12742,EMP10035,JS10993,10,248.9,2024-03-15
C10814,T18273,EMP10133,JS19842,10,221.5,2024-05-15
C10815,T16240,EMP10498,JS16151,6,117.18,2024-12-12
C10816,T15120,EMP10488,JS12510,15,299.25,2024-06-06
C10817,T16573,EMP10006,JS15747,14,226.1,2024-07-26
C10818,T19711,EMP10130,JS15060,9,68.04,2025-01-21
C10819,T14691,EMP10184,JS12716,8,112,2024-04-09
C10820,T15774,EMP10327,JS16161,14,334.32,2024-11-21
C10821,T16023,EMP10099,JS16028,8,193.92,2024-05-03
C10822,T16250,EMP10473,JS10011,12,451.56,2024-03-21
C10823,T19795,EMP10130,JS16621,10,195.1,2025-03-04
C10824,T14253,EMP10388,JS10971,13,355.16,2024-11-08
C10825,T15424,EMP10127,JS11439,10,265.8,2025-01-01
C10826,T15171,EMP10053,JS13412,10,1910.7,2025-02-11
C10827,T16717,EMP10493,JS13953,10,112.4,2024-06-19
C10828,T12654,EMP10241,JS10117,15,805.5,2024-07-30
C10829,T10587,EMP10048,JS18831,9,1795.77,2024-10-24
C10830,T16430,EMP10464,JS19286,13,2267.2,2024-12-11
C10831,T18545,EMP10274,JS18516,13,379.86,2025-01-07
C10832,T16919,EMP10029,JS18040,6,162.36,2024-08-07
C10833,T13774,EMP10280,JS19025,5,67.1,2024-10-23
C10834,T18287,EMP10033,JS10503,15,1352.85,2024-04-22
C10835,T10079,EMP10342,JS15926,13,3287.96,2024-07-18
C10836,T12772,EMP10447,JS16777,8,233.92,2025-01-08
C10837,T18947,EMP10093,JS14029,15,942,2024-09-09
C10838,T14655,EMP10252,JS10568,13,877.63,2024-05-29
C10839,T18676,EMP10244,JS11345,12,121.68,2024-12-09
C10840,T16525,EMP10429,JS11327,7,307.44,2024-06-20
C10841,T14902,EMP10249,JS14817,8,1052.64,2024-10-30
C10842,T14017,EMP10176,JS12823,5,185.2,2024-06-20
C10843,T13367,EMP10191,JS11354,14,6045.34,2025-02-16
C10844,T19174,EMP10440,JS12418,8,2858.88,2024-05-25
C10845,T17368,EMP10346,JS16315,6,124.5,2024-10-15
C10846,T17678,EMP10179,JS17043,9,264.33,2024-07-23
C10847,T13074,EMP10057,JS15832,13,212.68,2025-03-06
C10848,T11773,EMP10497,JS18224,10,4430.7,2024-11-12
C10849,T17410,EMP10248,JS18150,13,1989.39,2024-11-22
C10850,T14513,EMP10234,JS18107,10,226.9,2024-08-22
C10851,T15327,EMP10359,JS18666,8,102.96,2024-05-27
C10852,T18922,EMP10039,JS14697,15,322.95,2024-05-29
C10853,T11807,EMP10048,JS12119,14,321.72,2024-09-12
C10854,T19326,EMP10260,JS16353,9,4304.43,2024-07-28
C10855,T15149,EMP10446,JS17906,11,313.28,2024-10-17
C10856,T19381,EMP10479,JS11821,6,136.14,2025-02-10
C10857,T11317,EMP10443,JS18854,10,269.4,2024-09-25
C10858,T17682,EMP10498,JS12019,14,3830.26,2024-12-05
C10859,T16393,EMP10385,JS12494,8,353.92,2024-12-16
C10860,T15503,EMP10377,JS10869,6,582.36,2024-06-23
C10861,T13917,EMP10278,JS18717,5,102.7,2024-10-27
C10862,T13802,EMP10400,JS18153,14,324.52,2024-12-05
C10863,T10779,EMP10267,JS10375,11,132.33,2024-04-13
C10864,T18479,EMP10014,JS16717,7,2743.72,2024-06-13
C10865,T15037,EMP10007,JS16029,14,1884.12,2024-12-20
